A,B,O,bond_angle_a,bond_angle_c,cbm_diff,cbm_hse,cbm_k_pbe,cbm_pbe,gap_diff,gap_hse,gap_pbe,material,vbm_diff,vbm_hse,vbm_k_pbe,vbm_pbe
Ba,Ge,O,179.9766860284095,,-0.24090000000000036,3.6182,1.0,3.8591,0.8762999999999996,0.7790999999999997,-0.09719999999999997,BaGeO,-1.1172,2.8391,4.0,3.9563
Ba,Hf,O,179.96419438759514,,0.6800999999999995,6.56,1.0,5.8799,1.6178,5.1201,3.5023,BaHfO,-0.9377000000000002,1.4399,4.0,2.3776
Ba,Si,O,179.99507630684846,,0.5911999999999997,7.064,1.0,6.4728,1.7426,3.4273,1.6847000000000003,BaSiO,-1.1514000000000002,3.6367,4.0,4.7881
Ba,Sn,O,179.94413045315113,,0.6942000000000004,5.6352,1.0,4.941,1.7613000000000008,2.4693,0.7079999999999993,BaSnO,-1.0671000000000004,3.1659,4.0,4.2330000000000005
Ba,Ti,O,179.999621242877,,0.5289999999999999,5.3516,1.0,4.8226,1.4396,3.1392,1.6996000000000002,BaTiO,-0.9106,2.2124,4.0,3.123
Ba,Zr,O,179.96243127981663,,0.6918999999999995,7.4464,1.0,6.7545,1.5904999999999991,4.7022,3.1117000000000004,BaZrO,-0.8985999999999996,2.7442,4.0,3.6428
Be,Ge,O,139.8297178546519,,0.5906000000000002,7.763,1.0,7.1724,1.6596000000000002,4.1692,2.5096,BeGeO,-1.069,3.5938,3.0,4.6628
Be,Hf,O,137.2736124136089,,0.4057,3.6928,1.0,3.2871,1.3462,2.1821,0.8359000000000001,BeHfO,-0.9405,1.5107,4.0,2.4512
Be,Sn,O,136.83786818550544,,0.4302999999999999,6.0291,1.0,5.5988,1.461,2.2545999999999995,0.7935999999999996,BeSnO,-1.0307,3.7745,36.0,4.8052
Be,Ti,O,138.008358011024,,0.5697999999999999,5.9367,1.0,5.3669,1.3958,3.1762,1.7804000000000002,BeTiO,-0.8260000000000001,2.7605,3.0,3.5865
Be,Zr,O,136.56986375444114,,0.4142000000000001,5.2358,1.0,4.8216,1.3194999999999997,2.1009,0.7814000000000005,BeZrO,-0.9052999999999995,3.1349,4.0,4.0402
Bi,Al,O,160.60520344993515,,0.3507000000000016,9.0698,33.0,8.7191,1.1540000000000017,2.584600000000001,1.4305999999999992,BiAlO,-0.8033000000000001,6.4852,3.0,7.2885
Bi,Ga,O,152.94970212410132,,0.34860000000000024,7.7062,33.0,7.3576,1.0851000000000006,2.2564,1.1712999999999996,BiGaO,-0.7365000000000004,5.4498,36.0,6.1863
Bi,In,O,142.40894210378906,,0.2748999999999997,7.049,33.0,6.7741,0.9663999999999991,1.700099999999999,0.7336999999999998,BiInO,-0.6914999999999996,5.3489,36.0,6.0404
Bi,Tl,O,135.8270730989985,,0.20720000000000027,6.3677,33.0,6.1605,0.9047000000000011,1.2170000000000003,0.3122999999999996,BiTlO,-0.6975000000000007,5.1507,8.0,5.8482
Ca,Ge,O,156.12895189378514,,0.5975999999999999,7.0645,1.0,6.4669,1.6969,3.3422,1.6452999999999998,CaGeO,-1.0993,3.7223,4.0,4.8216
Ca,Hf,O,147.13429610985563,,0.7603,6.9239,1.0,6.1636,1.7167000000000003,5.2926,3.5759,CaHfO,-0.9564,1.6313,1.0,2.5877
Ca,Si,O,172.33205995723992,,0.7862000000000009,11.2064,1.0,10.4202,1.8940000000000008,5.843800000000001,3.9498,CaSiO,-1.1078,5.3626,4.0,6.4704
Ca,Sn,O,146.74369278706092,,0.6356000000000002,7.3784,1.0,6.7428,1.6917000000000004,3.7699,2.0782,CaSnO,-1.0561000000000005,3.6085,4.0,4.6646
Ca,Ti,O,153.31092629007128,,0.6436999999999999,6.0915,1.0,5.4478,1.5244,3.3948,1.8704,CaTiO,-0.8807,2.6967,4.0,3.5774
Ca,Zr,O,145.7672587836345,,0.7615999999999996,7.9917,1.0,7.2301,1.6918999999999995,4.8803,3.188400000000001,CaZrO,-0.9302999999999996,3.1114,1.0,4.0417
Cd,Ge,O,150.1943066628809,,0.6543999999999999,5.9439,1.0,5.2895,1.7254999999999998,2.7803,1.0548000000000002,CdGeO,-1.0711,3.1636,36.0,4.2347
Cd,Hf,O,144.14141401190545,,0.5774999999999997,3.7635,1.0,3.1860000000000004,1.467899999999999,2.5816,1.1137000000000006,CdHfO,-0.8903999999999999,1.1819,3.0,2.0723
Cd,Si,O,157.0845025303731,,0.690999999999999,8.5399,1.0,7.8489,1.802599999999999,3.9682,2.1656000000000004,CdSiO,-1.1116,4.5717,36.0,5.6833
Cd,Sn,O,143.46620039296215,,0.6112000000000002,5.3112,1.0,4.7,1.6007000000000002,2.186300000000001,0.5856000000000003,CdSnO,-0.9895,3.1249,3.0,4.1144
Cd,Ti,O,148.52035400527888,,0.7218999999999998,5.459,1.0,4.7371,1.5541999999999998,3.3090999999999995,1.7548999999999997,CdTiO,-0.8323,2.1499,3.0,2.9822
Cd,Zr,O,143.05553793299802,,0.5823999999999998,5.2024,1.0,4.62,1.4421999999999997,2.531,1.0888,CdZrO,-0.8597999999999999,2.6714,3.0,3.5312
Cs,As,O,179.98166931455006,,0.40180000000000016,2.3416,1.0,1.9398,1.6496000000000002,1.3272000000000002,-0.3224,CsAsO,-1.2478,1.0144,4.0,2.2622
Cs,Nb,O,179.99968947629242,,0.2723,3.7626,1.0,3.4903,1.1333000000000002,2.3589,1.2256,CsNbO,-0.861,1.4037,1.0,2.2647
Cs,P,O,179.97164056026898,,0.5282999999999998,3.8354,1.0,3.3071,1.7898999999999998,1.7551,-0.03479999999999972,CsPO,-1.2616,2.0803,4.0,3.3419
Cs,Sb,O,179.9959273556236,,-1.0109000000000004,3.1102,1.0,4.1211,0.0378999999999996,-0.001000000000000334,-0.038899999999999935,CsSbO,-1.0488,3.1112,4.0,4.16
Cs,Ta,O,179.9927215145139,,0.3834999999999997,4.7359,1.0,4.3524,1.2826999999999995,3.0636,1.7809000000000004,CsTaO,-0.8992,1.6723,1.0,2.5715
Cs,V,O,179.99764885928897,,-0.041300000000000114,2.9435,1.0,2.9848,0.7462999999999997,0.7466999999999997,0.000399999999999956,CsVO,-0.7875999999999999,2.1968,1.0,2.9844
Cu,Nb,O,142.64868639474776,,0.14279999999999934,4.6129,33.0,4.4701,0.9658999999999992,1.0494999999999997,0.08360000000000056,CuNbO,-0.8230999999999997,3.5634,33.0,4.3865
Cu,P,O,151.3007883598411,,-0.4177,8.718,2.0,9.1357,0.5587999999999997,0.40690000000000026,-0.15189999999999948,CuPO,-0.9764999999999996,8.3111,33.0,9.2876
Cu,Ta,O,144.5845121542581,,0.40690000000000026,5.6837,33.0,5.2768,1.5534000000000003,1.922,0.3685999999999998,CuTaO,-1.1465,3.7617,33.0,4.9082
K,As,O,179.99687421854537,,-0.9731999999999998,1.9733,5.0,2.9465,0.17580000000000018,-0.1400999999999999,-0.3159000000000001,KAsO,-1.149,2.1134,4.0,3.2624
K,Nb,O,179.9995689542143,,0.3449,3.1488,1.0,2.8039,1.2855,2.7035,1.418,KNbO,-0.9406,0.4453,4.0,1.3859
K,P,O,179.98631446521856,,0.4743999999999997,3.9654,1.0,3.491,1.7597999999999998,1.5768999999999995,-0.18290000000000006,KPO,-1.2854,2.3885,4.0,3.6739
K,Sb,O,172.3304916662418,,-0.5997999999999997,3.2671,1.0,3.8669,0.6021000000000005,0.6066000000000003,0.0044999999999997264,KSbO,-1.2019000000000002,2.6605,4.0,3.8624
K,Ta,O,179.96066721352298,,0.4527000000000001,4.1932,1.0,3.7405,1.4383000000000004,3.5205,2.0822,KTaO,-0.9856,0.6727,4.0,1.6583
K,V,O,179.99614284134253,,0.03189999999999982,2.2872,1.0,2.2553,0.9759999999999998,0.9965,0.020500000000000185,KVO,-0.9441,1.2907,4.0,2.2348
La,Al,O,179.9852410104162,,0.5686,12.0904,1.0,11.5218,1.4827000000000004,4.912300000000001,3.4296000000000006,LaAlO,-0.9141000000000004,7.1781,4.0,8.0922
La,Ga,O,157.63733694137397,,0.5577000000000005,10.7807,1.0,10.223,1.4704000000000006,4.7798,3.3093999999999992,LaGaO,-0.9127,6.0009,4.0,6.9136
La,In,O,143.57471678548103,,0.6929999999999996,10.272,1.0,9.579,1.4932999999999996,4.0516000000000005,2.558300000000001,LaInO,-0.8003,6.2204,4.0,7.0207
La,Tl,O,139.03896860784366,,0.5289999999999999,7.4616,1.0,6.9326,1.1313000000000004,1.1654,0.034099999999999575,LaTlO,-0.6023000000000005,6.2962,4.0,6.8985
Li,As,O,147.05805743588706,,0.0931999999999995,4.8716,1.0,4.7784,1.3491999999999993,1.7243,0.3751000000000007,LiAsO,-1.2559999999999998,3.1473,4.0,4.4033
Li,Nb,O,145.96545859593638,,0.3985000000000003,3.6562,1.0,3.2577,1.3229000000000002,2.9592,1.6363,LiNbO,-0.9244,0.6970000000000001,4.0,1.6214
Li,P,O,151.64970202094392,,0.4696000000000016,9.5538,1.0,9.0842,1.7413000000000016,3.797900000000001,2.0565999999999995,LiPO,-1.2717,5.7559,4.0,7.0276
Li,Sb,O,144.7167734835225,,0.26950000000000074,5.7975,1.0,5.528,1.4669000000000008,2.5200000000000005,1.0530999999999997,LiSbO,-1.1974,3.2775,4.0,4.4749
Li,Ta,O,147.33776712929262,,0.4929000000000006,4.7224,1.0,4.2295,1.4635000000000007,3.8166,2.3530999999999995,LiTaO,-0.9706,0.9058,4.0,1.8764
Li,V,O,146.9727712464763,,0.15939999999999974,3.0269,1.0,2.8675,1.0874999999999997,1.1794,0.09190000000000033,LiVO,-0.9281,1.8475,4.0,2.7756
Mg,Ge,O,145.51547830415868,,0.6563000000000008,7.8009,1.0,7.1446,1.7959000000000005,4.2208000000000006,2.4249,MgGeO,-1.1395999999999995,3.5801,4.0,4.7197
Mg,Hf,O,140.79698402067748,,0.5688000000000004,5.2004,1.0,4.6316,1.5511000000000004,3.6263,2.0752,MgHfO,-0.9823,1.5741,3.0,2.5564
Mg,Si,O,150.37532906767225,,0.7074999999999996,11.4556,1.0,10.7481,1.8781,6.2772000000000014,4.399100000000002,MgSiO,-1.1706000000000003,5.1784,4.0,6.349
Mg,Sn,O,140.45366501361468,,0.5490000000000004,6.8097,1.0,6.2607,1.6034000000000006,3.1660000000000004,1.5625999999999998,MgSnO,-1.0544000000000002,3.6437,36.0,4.6981
Mg,Ti,O,143.2407315685804,,0.6394000000000002,6.1034,1.0,5.464,1.531,3.4756,1.9445999999999997,MgTiO,-0.8916,2.6278,1.0,3.5194
Mg,Zr,O,139.98316677422852,,0.5713000000000008,6.6593,1.0,6.087999999999999,1.5225000000000004,3.5215,1.999,MgZrO,-0.9511999999999996,3.1378,4.0,4.089
Na,As,O,153.72684291789685,,0.0,4.1739,1.0,4.1739,0.0,0.01809999999999956,0.01809999999999956,NaAsO,0.0,4.1558,4.0,4.1558
Na,Nb,O,154.77674682273684,,0.0,3.1327,1.0,3.1327,0.0,1.5541999999999998,1.5541999999999998,NaNbO,0.0,1.5785,4.0,1.5785
Na,P,O,160.41678846648574,,0.0,7.6011,1.0,7.6011,0.0,1.0137999999999998,1.0137999999999998,NaPO,0.0,6.5873,4.0,6.5873
Na,Sb,O,150.4055779176308,,0.0,5.0514,1.0,5.0514,0.0,0.7117000000000004,0.7117000000000004,NaSbO,0.0,4.3397,4.0,4.3397
Na,Ta,O,156.8977414138872,,0.4659000000000004,4.5609,1.0,4.095,1.4596000000000005,3.719,2.2594,NaTaO,-0.9937,0.8419,4.0,1.8356
Na,V,O,161.5674812875413,,0.07129999999999992,2.6847,1.0,2.6134,1.0155999999999998,1.0239999999999998,0.008399999999999963,NaVO,-0.9443,1.6607,4.0,2.605
Pb,Ge,O,179.99484894372432,,0.5453999999999999,7.1208,1.0,6.5754,1.1696,0.8615000000000004,-0.3080999999999996,PbGeO,-0.6242000000000001,6.2593,4.0,6.8835
Pb,Hf,O,158.07841393908987,,0.5225,7.2854,33.0,6.7629,1.1051000000000002,3.2224000000000004,2.1173,PbHfO,-0.5826000000000002,4.063,4.0,4.6456
Pb,Si,O,179.99828431047092,,0.6196000000000002,10.9622,1.0,10.3426,1.2209999999999999,2.7799,1.5588999999999995,PbSiO,-0.6013999999999999,8.1823,4.0,8.7837
Pb,Sn,O,156.6800981599691,,0.5798000000000005,8.6996,1.0,8.1198,1.3166000000000002,2.9317,1.6151,PbSnO,-0.7367999999999997,5.7679,36.0,6.5047
Pb,Ti,O,174.35917280642468,,0.6055999999999999,7.9147,1.0,7.3091,1.1113,2.6064,1.4951,PbTiO,-0.5057,5.3083,33.0,5.814
Pb,Zr,O,155.29550475481858,,0.5274999999999999,8.5266,33.0,7.9991,1.0804999999999998,3.1077000000000004,2.027200000000001,PbZrO,-0.5529999999999999,5.4189,4.0,5.9719
Rb,As,O,179.99941109481273,,0.2113999999999998,1.65,1.0,1.4386,1.4257,0.5831,-0.8426,RbAsO,-1.2143000000000002,1.0669,4.0,2.2812
Rb,Nb,O,179.98121947627902,,0.3150000000000004,3.217,1.0,2.902,1.2598000000000005,2.6236,1.3637999999999997,RbNbO,-0.9448,0.5934,4.0,1.5382
Rb,P,O,179.99929046478627,,0.5087999999999999,3.5503,1.0,3.0415,1.7929999999999997,1.6599,-0.13309999999999975,RbPO,-1.2841999999999998,1.8904,4.0,3.1746
Rb,Sb,O,179.96002406321472,,-1.1778,2.5571,1.0,3.7349,0.0020999999999999908,-0.046999999999999716,-0.0490999999999997,RbSbO,-1.1799,2.6041,4.0,3.784
Rb,Ta,O,179.99481808810881,,0.42500000000000027,4.2354,1.0,3.8104,1.4141000000000004,3.4116000000000004,1.9975,RbTaO,-0.9891,0.8238,4.0,1.8129
Rb,V,O,179.99743265679143,,0.006299999999999972,2.3245,1.0,2.3182,0.9659999999999996,1.0524,0.08640000000000025,RbVO,-0.9596999999999998,1.2721,4.0,2.2318
Sc,Al,O,146.52588103133485,,0.7587999999999999,8.699,1.0,7.9402,1.6393999999999993,3.8135,2.1741,ScAlO,-0.8805999999999994,4.8855,4.0,5.7661
Sc,Ga,O,142.25073472167946,,0.0,6.8369,1.0,6.8369,0.0,2.1324,2.1324,ScGaO,0.0,4.7045,17.0,4.7045
Sc,In,O,135.82765360595158,,0.0,6.4772,1.0,6.4772,0.0,1.1841,1.1841,ScInO,0.0,5.2931,3.0,5.2931
Sc,Tl,O,118.17183365950649,,0.0,5.1013,1.0,5.1013,0.0,-0.30659999999999954,-0.30659999999999954,ScTlO,0.0,5.4079,12.0,5.4079
Sn,Ge,O,170.8356087245409,,0.0,7.3474,1.0,7.3474,0.0,-0.5152999999999999,-0.5152999999999999,SnGeO,0.0,7.8627,33.0,7.8627
Sn,Hf,O,153.01657445537433,,0.0,6.7016,21.0,6.7016,0.0,1.2671,1.2671,SnHfO,0.0,5.4345,4.0,5.4345
Sn,Si,O,179.99112492585755,,0.6727000000000007,11.6491,1.0,10.9764,1.1072000000000006,2.208400000000001,1.1012000000000004,SnSiO,-0.4344999999999999,9.4407,4.0,9.8752
Sn,Ti,O,161.56031954517704,,0.5991,7.973,1.0,7.3739,0.91,1.5194,0.6093999999999999,SnTiO,-0.3109000000000002,6.4536,33.0,6.7645
Sn,Zr,O,150.77217566025482,,0.4921999999999995,8.4691,33.0,7.9769,0.8956,2.1034999999999995,1.2078999999999995,SnZrO,-0.4034000000000004,6.3656,4.0,6.769
Sr,Ge,O,65.0665586740474,,0.5370999999999997,5.3434,1.0,4.8063,1.6785999999999994,1.9871,0.30850000000000044,SrGeO,-1.1414999999999995,3.3563,4.0,4.4978
Sr,Hf,O,156.37737657757518,,0.7023999999999999,6.6561,1.0,5.9537,1.6446,5.2791000000000015,3.634500000000001,SrHfO,-0.9422,1.3769999999999998,4.0,2.3192
Sr,Si,O,179.9911984751335,,0.6749000000000009,9.3045,1.0,8.6296,1.8246,4.7143000000000015,2.8897000000000004,SrSiO,-1.1496999999999993,4.5902,4.0,5.7399
Sr,Sn,O,155.30151218570091,,0.5856000000000003,6.5674,1.0,5.9818,1.6662000000000003,3.3371,1.6708999999999996,SrSnO,-1.0806,3.2303,4.0,4.3109
Sr,Ti,O,176.76229888077134,,0.5965999999999996,5.7425,1.0,5.1459,1.4951,3.2834,1.7883,SrTiO,-0.8985000000000003,2.4591,4.0,3.3576
Sr,Zr,O,153.9154314953561,,0.7107999999999999,7.6079,1.0,6.8971,1.6175000000000002,4.8497,3.2322,SrZrO,-0.9066999999999998,2.7582,4.0,3.6649
Y,Al,O,154.79925082935122,,0.6834000000000007,9.15,1.0,8.4666,1.6723,4.8091,3.1368,YAlO,-0.9888999999999992,4.3409,4.0,5.3298
Y,Ga,O,148.28614197886827,,0.6738999999999997,8.151,1.0,7.4771,1.6572000000000005,4.8939,3.2367,YGaO,-0.9833000000000004,3.2571,1.0,4.2404
Y,In,O,139.42873844828912,,0.6591000000000005,7.7564,1.0,7.0973,1.5023000000000009,3.5810000000000004,2.0786999999999995,YInO,-0.8432000000000004,4.1754,4.0,5.0186
Y,Tl,O,134.52927952438787,,0.4531999999999998,5.348,1.0,4.8948,1.0941,1.0362999999999998,-0.0578000000000003,YTlO,-0.6409000000000002,4.3117,4.0,4.9526
Zn,Hf,O,139.89501419353348,,0.5724,3.2401,1.0,2.6677,1.4566000000000003,2.0319000000000003,0.5752999999999999,ZnHfO,-0.8842000000000001,1.2082,3.0,2.0924
Zn,Sn,O,139.53688467443078,,0.6098999999999997,5.2691,1.0,4.6592,1.5901,1.9526,0.3624999999999998,ZnSnO,-0.9802000000000004,3.3165,36.0,4.2967
Zn,Ti,O,142.09608803902668,,0.7492999999999999,5.2137,1.0,4.4644,1.564,2.9217000000000004,1.3577000000000004,ZnTiO,-0.8147000000000002,2.292,3.0,3.1067
Zn,Zr,O,139.10282218432138,,0.5762999999999998,4.7351,1.0,4.1588,1.4270999999999998,1.9692000000000005,0.5421000000000005,ZnZrO,-0.8508,2.7659,3.0,3.6167
Ag,Nb,O,,,0.3762999999999996,4.9059,4.0,4.5296,1.2938999999999994,2.5973,1.3034000000000003,AgNbO,-0.9175999999999996,2.3086,10.0,3.2262
Ag,Sb,O,,,0.4227999999999996,5.1723,1.0,4.7495,1.596799999999999,0.3263999999999996,-1.2703999999999995,AgSbO,-1.1739999999999997,4.8459,10.0,6.0199
Ag,Ta,O,,,0.8632,6.0246,1.0,5.1614,1.8259000000000003,3.4342000000000006,1.6083000000000005,AgTaO,-0.9627000000000004,2.5904,10.0,3.5531
Ag,V,O,,,-0.1665000000000001,4.4514,4.0,4.6179,0.7278999999999995,0.6299999999999994,-0.0979000000000001,AgVO,-0.8943999999999996,3.8214,10.0,4.7158
Au,Nb,O,,,0.8305000000000002,4.322,1.0,3.4915,1.7152000000000005,1.4622000000000002,-0.2530000000000001,AuNbO,-0.8847,2.8598,4.0,3.7445
Au,Ta,O,,,0.7977999999999996,4.6186,1.0,3.8208,1.7289999999999992,1.4402999999999997,-0.2886999999999995,AuTaO,-0.9311999999999996,3.1783,4.0,4.1095
Ba,Ge,O,,,-0.025399999999999867,3.62,1.0,3.6454,1.0887000000000002,0.7816000000000001,-0.3071000000000001,BaGeO,-1.1141,2.8384,20.0,3.9525
Ba,Hf,O,,,0.6799,6.5599,1.0,5.88,1.6179,5.1204,3.5025,BaHfO,-0.938,1.4395,20.0,2.3775
Ba,Si,O,,,0.5067999999999993,6.8557,1.0,6.3489,1.6717999999999993,3.0745,1.4027000000000005,BaSiO,-1.165,3.7812,20.0,4.9462
Ba,Sn,O,,,0.6902999999999997,5.6293,1.0,4.939,1.7635999999999998,2.471,0.7073999999999998,BaSnO,-1.0733,3.1583,20.0,4.2316
Ba,Ti,O,,,0.5279999999999996,5.351,1.0,4.823,1.4394,3.1394,1.7000000000000002,BaTiO,-0.9114000000000004,2.2116,20.0,3.123
Ba,Zr,O,,,0.6904999999999992,7.4449,1.0,6.7544,1.5913999999999993,4.7032,3.111800000000001,BaZrO,-0.9009,2.7417,20.0,3.6426
Be,Ge,O,,,0.3487,4.8786,1.0,4.5299,1.334,1.2254999999999998,-0.10850000000000026,BeGeO,-0.9853,3.6531,20.0,4.6384
Be,Hf,O,,,-0.2106,0.9869,1.0,1.1975,0.545,0.16010000000000002,-0.3849,BeHfO,-0.7556,0.8268,20.0,1.5824
Be,Si,O,,,0.38649999999999984,7.1179,1.0,6.7314,1.4209999999999994,1.6773999999999996,0.2564000000000002,BeSiO,-1.0344999999999995,5.4405,20.0,6.475
Be,Sn,O,,,0.13880000000000026,3.5192,1.0,3.3804,1.0448000000000004,0.5154000000000001,-0.5294000000000003,BeSnO,-0.906,3.0038,20.0,3.9098
Be,Ti,O,,,0.3258000000000001,3.0703,1.0,2.7445,1.0684,0.835,-0.23340000000000005,BeTiO,-0.7425999999999999,2.2353,20.0,2.9779
Be,Zr,O,,,-0.31030000000000024,2.2957,1.0,2.6060000000000003,0.4125999999999999,0.06620000000000026,-0.3463999999999996,BeZrO,-0.7229000000000001,2.2295,20.0,2.9524
Bi,Al,O,,,0.3531000000000013,9.2321,4.0,8.879,1.2573000000000016,2.773900000000001,1.5165999999999995,BiAlO,-0.9042000000000004,6.4582,10.0,7.3624
Bi,Ga,O,,,0.3327000000000009,7.802,4.0,7.4693,1.1972000000000005,2.4606000000000003,1.2634,BiGaO,-0.8644999999999996,5.3414,10.0,6.2059
Bi,In,O,,,0.1882999999999999,6.3928,4.0,6.2045,1.0036999999999994,0.9341,-0.06959999999999944,BiInO,-0.8153999999999995,5.4587,20.0,6.2741
Ca,Ge,O,,,0.8036000000000003,6.6954,1.0,5.8918,1.8842000000000003,2.7443000000000004,0.8601000000000001,CaGeO,-1.0806,3.9511,20.0,5.0317
Ca,Hf,O,,,0.7896000000000001,6.9419,1.0,6.1523,1.6746,5.3086,3.634,CaHfO,-0.885,1.6333,20.0,2.5183
Ca,Si,O,,,0.7942,11.1885,1.0,10.3943,1.9033999999999995,5.788399999999998,3.885,CaSiO,-1.1091999999999995,5.4001,20.0,6.5093
Ca,Sn,O,,,0.7995000000000001,7.1475,1.0,6.348,1.8202,3.5012,1.681,CaSnO,-1.0206999999999995,3.6463,20.0,4.667
Ca,Ti,O,,,0.6611000000000002,6.1751,1.0,5.5139999999999985,1.5228000000000002,3.3561999999999994,1.8333999999999997,CaTiO,-0.8616999999999999,2.8189,20.0,3.6806
Ca,Zr,O,,,0.7916999999999996,7.9268,1.0,7.1351,1.6460999999999997,4.9283,3.2822000000000005,CaZrO,-0.8544,2.9985,20.0,3.8529
Cd,Ge,O,,,0.8151000000000002,5.2967,1.0,4.4816,1.8674000000000004,1.9014,0.033999999999999815,CdGeO,-1.0523000000000002,3.3953,10.0,4.4476
Cd,Hf,O,,,0.3719999999999999,1.7872,1.0,1.4152,1.1594,0.7462,-0.4132,CdHfO,-0.7874000000000001,1.041,10.0,1.8284
Cd,Si,O,,,0.7965,7.2132,1.0,6.4167,1.9026,2.4343999999999992,0.5317999999999996,CdSiO,-1.1060999999999996,4.7788,10.0,5.8849
Cd,Sn,O,,,0.5694999999999997,4.1403,1.0,3.5708,1.5055,1.0578,-0.4477000000000002,CdSnO,-0.9360000000000004,3.0825,10.0,4.0185
Cd,Ti,O,,,0.7675000000000001,3.759,1.0,2.9915,1.5557000000000003,1.5107,-0.045000000000000366,CdTiO,-0.7882000000000002,2.2483,10.0,3.0365
Cd,Zr,O,,,0.2637999999999998,3.0452,1.0,2.7814,1.0138999999999996,0.6360999999999999,-0.3777999999999997,CdZrO,-0.7500999999999998,2.4091,10.0,3.1592
Cs,Nb,O,,,0.2723,3.7622,1.0,3.4899,1.136,2.3619,1.2258999999999998,CsNbO,-0.8637000000000001,1.4003,1.0,2.264
Cs,Ta,O,,,0.3855000000000004,4.7373,1.0,4.3518,1.2878000000000005,3.0689,1.7811,CsTaO,-0.9023,1.6684,1.0,2.5707
Cu,Nb,O,,,0.6340999999999997,4.0215,1.0,3.3874,1.9597999999999995,2.2604999999999995,0.3007,CuNbO,-1.3257,1.761,4.0,3.0867
Cu,Ta,O,,,0.9748,4.6806,1.0,3.7058,2.3938,2.6169,0.22310000000000008,CuTaO,-1.419,2.0637,4.0,3.4827
Cu,V,O,,,-0.3445999999999998,3.5478,3.0,3.8924,0.5051000000000005,0.3519000000000001,-0.15320000000000045,CuVO,-0.8497000000000003,3.1959,4.0,4.0456
